6,0,31,74,185,0,0
11,0,35,78,195,0,0
2,0,25,83,243,0,0
3,0,28,77,195,0,0
38,0,26,81,220,0,0
11,0,36,81,225,0,0
2,0,29,82,220,0,0
18,0,35,75,190,0,0
20,0,25,81,220,0,0
8,0,27,82,223,0,0
6,0,28,76,209,0,0
2,0,35,73,186,0,0
19,0,30,78,214,0,0
7,0,28,77,205,0,0
4,0,33,74,186,0,0
2,0,27,83,228,0,0
2,0,32,84,270,0,0
5,0,22,80,205,0,0
12,0,32,76,215,0,0
2,0,22,82,234,0,0
4,0,34,75,190,0,1
177,0,28,85,245,0,0
145,0,30,74,185,0,1
147,0,34,78,195,0,1
2,0,23,77,166,0,0
2,0,24,82,234,0,0
12,0,25,80,215,0,0
19,0,26,82,223,0,1
2,0,36,72,185,0,0
19,0,23,76,207,0,0
14,0,27,78,230,0,0
3,0,27,84,255,0,0
11,0,26,83,228,0,1
1,0,26,85,260,0,0
11,0,24,81,220,0,0
35,0,22,75,170,0,0
2,0,27,85,245,0,0
2,0,22,79,185,0,0
7,0,24,83,275,3,0
17,0,27,77,185,0,0
1,0,24,83,275,2,0
2,0,31,83,265,1,0
4,0,27,81,215,0,0
1,0,30,80,216,0,0
9,0,23,82,234,0,1
23,0,28,79,200,1,0
2,0,28,79,200,0,0
1,0,33,82,260,0,0
4,0,33,72,205,0,0
63,0,24,78,190,0,0
11,0,23,83,240,0,0
10,0,31,83,265,0,1
2,0,24,83,275,1,1
35,0,23,74,195,0,0
4,0,24,83,275,0,1
3,0,33,80,230,0,0
11,0,22,76,207,0,1
38,0,25,76,209,0,0
2,0,28,79,205,0,0
14,0,26,81,230,0,0
4,0,22,83,245,0,0
4,0,30,84,245,0,0
38,0,21,83,245,0,1
6,0,21,77,190,0,0
3,0,21,82,235,1,0
14,0,21,81,190,1,0
5,0,34,72,185,0,0
2,0,25,81,230,0,1
10,0,21,82,233,2,0
10,0,27,79,205,0,1
2,0,32,82,260,1,1
2,0,32,82,260,0,1
10,0,20,79,184,0,0
14,0,28,74,180,0,0
11,0,30,75,200,1,0
1,0,23,81,220,0,0
2,0,22,75,211,0,0
14,0,21,82,233,1,1
6,0,26,82,275,0,0
8,0,32,75,188,0,0
2,0,28,75,195,0,0
2,0,31,81,250,0,0
6,0,25,85,260,0,0
12,0,22,83,240,0,1
4,0,21,82,235,0,1
2,0,22,83,243,0,0
3,0,25,76,215,0,0
2,0,25,82,253,0,0
5,0,30,75,200,0,1
3,0,22,77,170,0,0
5,0,26,80,210,0,0
2,0,23,81,238,0,0
8,0,32,81,237,0,0
2,0,21,82,233,0,1
10,0,26,76,186,0,0
11,0,30,83,265,0,0
2,0,21,81,190,0,1
70,0,29,75,190,0,0
3,0,32,77,210,0,0
2,0,29,80,216,0,0
31,0,26,83,240,0,0
4,0,26,79,210,0,0
11,0,22,82,250,0,0
4,0,19,77,190,0,0
5,0,29,81,240,1,0
3,0,29,81,240,0,1
12,0,26,83,240,0,1
24,0,27,81,227,0,0
3,0,22,87,240,0,0
9,0,25,84,265,0,0
8,0,29,75,190,1,1
4,0,24,73,172,0,0
3,0,25,77,215,0,0
2,0,24,85,260,0,1
6,0,26,79,230,1,0
3,0,26,79,230,0,1
1,0,24,74,185,0,0
2,0,31,80,215,0,0
5,0,26,76,225,0,0
8,0,29,75,190,0,1
9,0,26,78,219,0,0
3,0,32,83,230,0,0
3,0,28,82,240,0,0
2,0,23,83,228,0,0
7,0,31,82,260,0,0
10,0,26,75,195,0,0
4,0,30,77,210,0,1
8,0,25,76,205,0,0
5,0,28,79,220,0,0
2,0,22,83,228,0,1
4,0,31,77,200,0,0
4,0,31,83,230,0,1
16,0,26,78,235,0,0
4,0,30,73,186,0,0
6,0,30,75,190,0,0
2,0,26,81,220,0,0
8,0,21,79,185,0,0
2,0,28,80,235,0,0
7,0,22,76,220,0,0
4,0,28,80,200,0,0
1,0,20,79,225,0,0
22,0,32,78,215,0,0
3,0,30,81,237,0,0
17,0,29,81,250,0,0
6,0,21,82,240,0,0
2,0,28,72,175,0,0
1,0,30,80,230,0,0
4,0,26,83,270,0,0
6,0,31,83,265,0,0
4,0,30,83,250,0,0
4,0,28,73,185,0,0
11,0,27,82,225,0,0
35,0,23,80,210,0,0
4,0,28,81,250,0,1
2,0,21,81,250,0,0
4,0,30,83,260,0,0
3,0,23,84,240,0,0
2,0,23,85,245,1,0
1,0,23,85,245,0,0
14,0,24,79,210,0,0
5,0,24,75,189,1,0
10,0,31,72,185,0,0
3,0,27,74,186,0,0
14,0,24,75,189,0,1
7,0,26,84,245,0,0
7,0,23,81,235,1,0
3,0,22,82,253,0,0
2,0,23,83,245,0,0
4,0,25,83,270,0,1
8,0,33,85,240,0,0
7,0,23,81,235,0,1
45,0,23,75,193,0,0
4,0,23,72,201,0,0
6,0,20,83,228,0,0
3,0,29,81,225,0,0
3,0,29,83,265,0,0
5,0,23,79,206,0,0
10,0,22,85,245,0,0
2,0,24,84,260,0,0
11,0,25,84,275,0,0
1,0,21,81,235,0,0
10,0,20,77,207,0,0
13,0,21,76,225,0,0
3,0,28,72,185,1,0
3,0,27,83,260,0,0
5,0,28,72,185,0,1
4,0,27,81,225,0,0
3,0,26,81,237,0,0
2,0,25,78,195,0,0
3,0,27,80,250,0,0
2,1,29,80,225,0,0
4,1,30,79,205,0,0
40,1,26,83,220,1,0
2,1,27,82,223,0,0
4,1,27,74,190,0,0
7,1,26,83,220,0,1
20,1,33,82,225,0,0
9,1,27,75,185,0,0
4,1,24,80,207,0,0
2,1,32,77,220,0,0
4,1,25,83,275,0,0
6,1,31,80,236,0,0
3,1,26,83,222,0,0
9,1,25,81,218,0,0
3,1,23,85,216,0,0
2,1,35,80,246,0,0
12,1,23,81,190,0,0
4,1,28,81,215,0,0
2,1,24,79,225,1,0
3,1,26,80,210,0,0
8,1,25,79,220,0,0
4,1,24,79,225,0,1
1,1,30,79,230,0,0
18,1,22,85,225,0,0
2,1,26,82,253,0,0
2,1,31,82,225,0,0
22,1,30,82,235,0,0
2,1,28,75,189,0,0
5,1,22,82,210,0,0
15,1,23,83,243,0,0
6,1,23,77,195,0,0
6,1,28,78,214,0,0
8,1,28,76,205,0,0
2,1,25,84,250,0,0
3,1,29,83,229,0,0
2,1,31,75,190,0,0
1,1,25,83,222,1,0
7,1,22,80,207,0,0
4,1,33,72,205,0,0
3,1,25,83,222,0,1
5,1,31,81,240,0,0
6,1,24,81,220,0,0
2,1,29,80,226,0,0
2,1,28,83,240,0,0
16,1,25,76,185,0,0
11,1,25,80,210,0,1
8,1,24,80,210,0,0
8,1,25,81,250,0,0
3,1,24,77,189,0,0
3,1,26,84,255,0,0
30,1,29,77,201,0,0
3,1,31,75,190,1,0
3,1,24,83,220,0,0
3,1,31,75,190,0,1
2,1,28,78,219,0,0
9,1,30,75,190,0,1
17,1,23,83,230,0,0
2,1,31,72,183,0,0
2,1,22,81,220,0,0
2,1,24,81,250,0,1
13,1,25,79,232,0,0
2,1,24,83,240,0,0
1,1,23,79,220,0,0
18,1,24,76,185,0,1
10,1,21,82,210,0,1
12,1,22,77,200,0,0
7,1,27,83,240,0,1
64,1,28,76,198,0,0
2,1,27,76,205,0,0
2,1,23,83,275,0,0
2,1,32,75,190,0,0
6,1,30,75,190,0,1
2,1,21,82,243,0,0
2,1,24,83,222,0,1
14,1,30,75,190,1,0
18,1,27,81,238,0,0
82,1,27,75,208,0,0
2,1,23,81,220,0,1
13,1,21,80,232,0,0
6,1,23,81,224,0,0
20,1,25,78,228,0,0
2,1,33,83,260,0,0
7,1,26,73,179,0,0
5,1,34,80,240,0,0
2,1,32,78,195,0,0
3,1,30,75,190,0,1
2,1,25,82,253,0,0
2,1,27,82,265,0,0
14,1,29,84,275,0,0
24,1,29,75,190,0,1
17,1,25,79,205,0,0
27,1,20,82,210,0,1
2,1,24,84,242,0,0
3,1,22,87,240,1,0
5,1,22,79,220,0,1
24,1,24,76,209,0,0
28,1,27,81,220,0,0
