0,0,31,74,185,6
0,0,35,78,195,11
0,0,25,83,243,2
0,0,28,77,195,3
0,0,26,81,220,38
0,0,36,81,225,11
0,0,29,82,220,2
0,0,35,75,190,18
0,0,25,81,220,20
0,0,27,82,223,8
0,0,28,76,209,6
0,0,35,73,186,2
0,0,30,78,214,19
0,0,28,77,205,7
0,0,33,74,186,4
0,0,27,83,228,2
0,0,32,84,270,2
0,0,22,80,205,5
0,0,32,76,215,12
0,0,22,82,234,2
0,0,34,75,190,4
0,0,28,85,245,177
0,0,30,74,185,145
0,0,34,78,195,147
0,0,23,77,166,2
0,0,24,82,234,2
0,0,25,80,215,12
0,0,26,82,223,19
0,0,36,72,185,2
0,0,23,76,207,19
0,0,27,78,230,14
0,0,27,84,255,3
0,0,26,83,228,11
0,0,26,85,260,1
0,0,24,81,220,11
0,0,22,75,170,35
0,0,27,85,245,2
0,0,22,79,185,2
3,0,24,83,275,7
0,0,27,77,185,17
2,0,24,83,275,1
1,0,31,83,265,2
0,0,27,81,215,4
0,0,30,80,216,1
0,0,23,82,234,9
1,0,28,79,200,23
0,0,28,79,200,2
0,0,33,82,260,1
0,0,33,72,205,4
0,0,24,78,190,63
0,0,23,83,240,11
0,0,31,83,265,10
1,0,24,83,275,2
0,0,23,74,195,35
0,0,24,83,275,4
0,0,33,80,230,3
0,0,22,76,207,11
0,0,25,76,209,38
0,0,28,79,205,2
0,0,26,81,230,14
0,0,22,83,245,4
0,0,30,84,245,4
0,0,21,83,245,38
0,0,21,77,190,6
1,0,21,82,235,3
1,0,21,81,190,14
0,0,34,72,185,5
0,0,25,81,230,2
2,0,21,82,233,10
0,0,27,79,205,10
1,0,32,82,260,2
0,0,32,82,260,2
0,0,20,79,184,10
0,0,28,74,180,14
1,0,30,75,200,11
0,0,23,81,220,1
0,0,22,75,211,2
1,0,21,82,233,14
0,0,26,82,275,6
0,0,32,75,188,8
0,0,28,75,195,2
0,0,31,81,250,2
0,0,25,85,260,6
0,0,22,83,240,12
0,0,21,82,235,4
0,0,22,83,243,2
0,0,25,76,215,3
0,0,25,82,253,2
0,0,30,75,200,5
0,0,22,77,170,3
0,0,26,80,210,5
0,0,23,81,238,2
0,0,32,81,237,8
0,0,21,82,233,2
0,0,26,76,186,10
0,0,30,83,265,11
0,0,21,81,190,2
0,0,29,75,190,70
0,0,32,77,210,3
0,0,29,80,216,2
0,0,26,83,240,31
0,0,26,79,210,4
0,0,22,82,250,11
0,0,19,77,190,4
1,0,29,81,240,5
0,0,29,81,240,3
0,0,26,83,240,12
0,0,27,81,227,24
0,0,22,87,240,3
0,0,25,84,265,9
1,0,29,75,190,8
0,0,24,73,172,4
0,0,25,77,215,3
0,0,24,85,260,2
1,0,26,79,230,6
0,0,26,79,230,3
0,0,24,74,185,1
0,0,31,80,215,2
0,0,26,76,225,5
0,0,29,75,190,8
0,0,26,78,219,9
0,0,32,83,230,3
0,0,28,82,240,3
0,0,23,83,228,2
0,0,31,82,260,7
0,0,26,75,195,10
0,0,30,77,210,4
0,0,25,76,205,8
0,0,28,79,220,5
0,0,22,83,228,2
0,0,31,77,200,4
0,0,31,83,230,4
0,0,26,78,235,16
0,0,30,73,186,4
0,0,30,75,190,6
0,0,26,81,220,2
0,0,21,79,185,8
0,0,28,80,235,2
0,0,22,76,220,7
0,0,28,80,200,4
0,0,20,79,225,1
0,0,32,78,215,22
0,0,30,81,237,3
0,0,29,81,250,17
0,0,21,82,240,6
0,0,28,72,175,2
0,0,30,80,230,1
0,0,26,83,270,4
0,0,31,83,265,6
0,0,30,83,250,4
0,0,28,73,185,4
0,0,27,82,225,11
0,0,23,80,210,35
0,0,28,81,250,4
0,0,21,81,250,2
0,0,30,83,260,4
0,0,23,84,240,3
1,0,23,85,245,2
0,0,23,85,245,1
0,0,24,79,210,14
1,0,24,75,189,5
0,0,31,72,185,10
0,0,27,74,186,3
0,0,24,75,189,14
0,0,26,84,245,7
1,0,23,81,235,7
0,0,22,82,253,3
0,0,23,83,245,2
0,0,25,83,270,4
0,0,33,85,240,8
0,0,23,81,235,7
0,0,23,75,193,45
0,0,23,72,201,4
0,0,20,83,228,6
0,0,29,81,225,3
0,0,29,83,265,3
0,0,23,79,206,5
0,0,22,85,245,10
0,0,24,84,260,2
0,0,25,84,275,11
0,0,21,81,235,1
0,0,20,77,207,10
0,0,21,76,225,13
1,0,28,72,185,3
0,0,27,83,260,3
0,0,28,72,185,5
0,0,27,81,225,4
0,0,26,81,237,3
0,0,25,78,195,2
0,0,27,80,250,3
0,1,29,80,225,2
0,1,30,79,205,4
1,1,26,83,220,40
0,1,27,82,223,2
0,1,27,74,190,4
0,1,26,83,220,7
0,1,33,82,225,20
0,1,27,75,185,9
0,1,24,80,207,4
0,1,32,77,220,2
0,1,25,83,275,4
0,1,31,80,236,6
0,1,26,83,222,3
0,1,25,81,218,9
0,1,23,85,216,3
0,1,35,80,246,2
0,1,23,81,190,12
0,1,28,81,215,4
1,1,24,79,225,2
0,1,26,80,210,3
0,1,25,79,220,8
0,1,24,79,225,4
0,1,30,79,230,1
0,1,22,85,225,18
0,1,26,82,253,2
0,1,31,82,225,2
0,1,30,82,235,22
0,1,28,75,189,2
0,1,22,82,210,5
0,1,23,83,243,15
0,1,23,77,195,6
0,1,28,78,214,6
0,1,28,76,205,8
0,1,25,84,250,2
0,1,29,83,229,3
0,1,31,75,190,2
1,1,25,83,222,1
0,1,22,80,207,7
0,1,33,72,205,4
0,1,25,83,222,3
0,1,31,81,240,5
0,1,24,81,220,6
0,1,29,80,226,2
0,1,28,83,240,2
0,1,25,76,185,16
0,1,25,80,210,11
0,1,24,80,210,8
0,1,25,81,250,8
0,1,24,77,189,3
0,1,26,84,255,3
0,1,29,77,201,30
1,1,31,75,190,3
0,1,24,83,220,3
0,1,31,75,190,3
0,1,28,78,219,2
0,1,30,75,190,9
0,1,23,83,230,17
0,1,31,72,183,2
0,1,22,81,220,2
0,1,24,81,250,2
0,1,25,79,232,13
0,1,24,83,240,2
0,1,23,79,220,1
0,1,24,76,185,18
0,1,21,82,210,10
0,1,22,77,200,12
0,1,27,83,240,7
0,1,28,76,198,64
0,1,27,76,205,2
0,1,23,83,275,2
0,1,32,75,190,2
0,1,30,75,190,6
0,1,21,82,243,2
0,1,24,83,222,2
1,1,30,75,190,14
0,1,27,81,238,18
0,1,27,75,208,82
0,1,23,81,220,2
0,1,21,80,232,13
0,1,23,81,224,6
0,1,25,78,228,20
0,1,33,83,260,2
0,1,26,73,179,7
0,1,34,80,240,5
0,1,32,78,195,2
0,1,30,75,190,3
0,1,25,82,253,2
0,1,27,82,265,2
0,1,29,84,275,14
0,1,29,75,190,24
0,1,25,79,205,17
0,1,20,82,210,27
0,1,24,84,242,2
1,1,22,87,240,3
0,1,22,79,220,5
0,1,24,76,209,24
0,1,27,81,220,28
0,1,25,85,245,14
0,1,25,78,205,5
0,1,27,83,270,3
0,1,29,84,275,3
0,1,31,73,186,2
0,1,22,87,240,4
0,1,35,85,240,2
0,1,28,79,221,5
0,1,30,72,183,3
0,1,29,82,225,2
0,1,21,77,170,5
0,1,30,73,186,2
0,1,26,82,250,2
0,1,20,77,200,2
0,1,19,83,245,2
0,1,22,76,210,9
0,1,21,83,220,2
0,1,20,83,243,2
0,1,24,84,265,14
0,1,28,75,190,6
0,1,24,75,193,2
0,1,26,78,235,16
0,1,23,85,260,2
0,1,32,80,240,5
0,1,20,77,195,4
0,1,23,76,200,2
0,1,31,80,240,3
0,1,25,82,250,5
0,1,23,77,194,4
1,1,25,79,215,1
0,1,31,72,185,11
0,1,25,74,185,4
0,1,23,77,185,2
0,1,29,82,260,4
0,1,30,83,265,56
0,1,25,79,215,5
2,1,22,85,260,7
0,1,21,84,280,14
1,1,22,85,260,2
0,1,20,81,220,5
0,1,24,84,238,40
0,1,22,85,260,14
0,1,29,83,250,3
0,1,26,84,265,4
0,1,30,83,230,7
0,1,25,83,270,2
0,1,28,73,175,3
0,1,23,83,245,7
0,1,29,81,225,4
0,1,29,83,230,8
0,1,23,82,265,3
0,1,23,79,205,10
0,1,27,81,250,3
0,1,24,75,208,5
0,1,27,73,175,17
1,1,23,84,253,3
0,1,21,83,245,4
0,1,23,82,250,2
0,1,23,84,253,2
0,1,28,83,260,7
0,1,27,77,220,3
0,1,25,75,190,2
0,1,26,82,235,3
0,1,24,75,190,2
0,1,24,75,190,14
0,1,23,75,190,3
0,1,26,83,230,6
0,1,29,85,240,5
0,1,26,80,215,4
1,2,25,82,230,1
1,2,29,77,185,4
0,2,28,77,207,1
0,2,30,79,206,3
0,2,33,76,215,10
0,2,29,77,185,2
1,2,25,79,225,2
0,2,25,79,225,4
0,2,27,83,228,3
0,2,24,76,207,2
1,2,33,75,190,4
0,2,31,76,195,5
0,2,33,75,190,6
0,2,35,73,186,10
0,2,25,82,230,3
0,2,26,83,220,2
0,2,35,83,260,6
0,2,34,73,186,4
1,2,24,77,200,4
1,2,34,82,245,1
0,2,24,77,200,1
2,2,30,73,172,11
0,2,26,74,190,8
1,2,29,75,189,3
1,2,30,73,172,6
0,2,29,75,189,18
0,2,34,82,245,2
0,2,30,73,172,2
0,2,24,83,240,3
0,2,25,84,250,2
3,2,30,82,251,3
0,2,31,75,190,2
2,2,30,82,251,2
3,2,33,82,245,2
0,2,24,79,185,7
1,2,30,82,251,10
2,2,25,84,250,2
2,2,33,82,245,5
1,2,25,84,250,4
0,2,29,79,230,2
0,2,30,82,251,4
0,2,28,76,205,16
1,2,33,82,245,2
0,2,33,82,245,3
0,2,25,84,250,17
0,2,31,79,220,10
0,2,25,74,190,2
0,2,31,74,186,1
1,2,28,79,230,9
1,2,33,80,215,2
1,2,29,81,227,2
0,2,28,79,230,2
0,2,32,73,175,2
0,2,29,81,227,2
0,2,28,75,189,5
0,2,39,77,200,5
0,2,33,80,215,2
0,2,29,84,245,4
0,2,24,84,250,2
1,2,38,77,200,2
1,2,32,82,245,13
0,2,28,76,198,2
0,2,38,77,200,3
0,2,32,82,245,1
0,2,30,75,190,2
1,2,27,82,265,3
1,2,34,78,215,6
0,2,34,78,215,7
0,2,27,82,265,2
0,2,29,77,220,1
0,2,26,75,193,3
0,2,26,84,240,4
0,2,21,78,190,2
0,2,27,81,220,2
0,2,32,78,225,4
0,2,22,87,240,5
0,2,28,82,235,3
1,2,33,78,215,3
0,2,33,78,215,4
0,2,25,80,225,5
2,2,33,80,240,5
0,2,26,82,265,2
0,2,26,79,210,2
0,2,32,80,246,2
0,2,21,77,195,2
0,2,32,78,245,2
1,2,33,80,240,2
0,2,23,83,228,5
0,2,33,80,240,2
0,2,27,81,227,2
0,2,28,81,230,2
1,2,25,82,265,27
1,2,20,77,195,19
0,2,20,77,195,2
0,2,25,82,265,4
1,2,32,80,240,2
0,2,26,73,172,2
0,2,32,80,240,4
0,2,28,80,235,7
0,2,22,78,200,2
0,2,26,73,205,2
1,2,30,83,230,4
0,2,30,83,230,3
1,2,31,80,240,4
0,2,31,80,240,11
1,2,30,80,240,2
0,2,30,80,240,2
0,2,30,80,250,1
0,2,28,72,205,7
0,2,22,76,225,10
0,2,22,79,230,1
0,2,28,81,225,19
0,3,30,79,206,9
0,3,32,84,265,1
0,3,28,78,230,3
0,3,26,78,205,14
0,3,29,77,215,2
0,3,29,82,210,2
0,3,28,82,245,6
0,3,29,80,225,2
0,3,33,73,185,16
0,3,27,84,250,4
1,3,33,73,175,9
1,3,27,82,253,5
0,3,23,82,243,4
0,3,23,80,232,5
0,3,31,73,205,1
0,3,26,80,210,2
0,3,28,80,225,2
0,3,33,73,175,2
